6.920933386890331114e-310,6.920933386890331114e-310,3.115950290545606671e-316,3.115950290545606671e-316,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555636693484941e-311,6.920889018709575906e-310,6.920888802123054345e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555701200671925e-311,6.920889121921075080e-310,6.920888802062580710e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555624049356933e-311,6.920888998478971093e-310,6.920888801991435257e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555508447877119e-311,6.920888813516603391e-310,6.920888801938076167e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.325555636701389992e-311,6.920889018722223987e-310,6.920888801941633440e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555708196641470e-311,6.920889133114626352e-310,6.920888801955862530e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.325555624057261983e-311,6.920888998491619173e-310,6.920888801977206166e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555612928927376e-311
6.920888980686283802e-310,6.920888805751472448e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555710811236868e-311,6.920889137297978989e-310,6.920888805584280634e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325555657705108728e-311,6.920889052328173964e-310
2.200231775641441345e-01,1.483985394239425659e+00,2.254775166511535645e+00,2.249788010120391757e+00,2.777316308021545499e+00,5.545177459716796875e+00,1.885510314255952891e-01,1.153547916561365183e-01,1.064825208915863158e-01,9.095604438334703445e-02,2.894731272011995538e-01,2.879067397117614835e+00,5.741750121116637740e-01
2.360928438603878132e-01,1.444642424583435059e+00,2.228177100419998169e+00,2.220419335365295233e+00,2.774545645713806241e+00,5.545177459716796875e+00,2.229310896247625462e-01,1.475167781114578303e-01,1.353174030780792125e-01,1.319903014227747917e-01,2.972363673150539287e-01,2.821397662162780762e+00,6.417107701301574263e-01
